Feature1,Feature2,Cluster
1.6605631330587491,4.407482132712602,0
-1.770975708339096,8.168605660714531,3
-2.454090701499202,2.4243340686028154,2
-1.4570494625112986,8.30534014958388,3
-1.9225573151468403,7.918100139083339,3
0.44359862996842747,3.1153094465140336,0
-0.8849994953869498,7.620388235699887,3
-0.38132931328766895,3.4030422388946553,2
2.0791789719685045,3.713337714373456,0
-1.700633061786263,8.039016471053626,3
-0.4246603262735793,8.191018032837176,3
1.3794742868415748,3.9316219775089767,0
-2.169571770452241,7.939872754056846,3
1.9025033929915938,0.6096873302954088,1
1.6411105656369862,0.7265531254083809,1
-1.4994639575847124,2.829495160001363,2
-2.29170655484317,3.342174479022937,2
0.9398025954115365,0.9015304560966771,1
1.468463156903348,5.11975645245608,0
-0.04259341311285758,4.536155612685428,0
-1.860120416940726,4.031207701744549,2
0.7803334919389704,4.298861398086622,0
1.8672254377664674,3.029453316621055,0
0.8903360585713826,0.18322069608901626,1
-2.3561960684833827,7.980887905720353,3
0.6170777163927035,3.634249135872153,0
-1.3100893510332035,2.375671690179084,2
-0.8237197864990117,2.9778963546950763,2
-1.814097521629798,2.7778066800274335,2
1.878976437420771,1.727103876667321,1
1.3568719865334382,1.1561578790391067,1
-1.5652226337125066,2.84900510600999,2
1.909340654212159,0.8153070726500803,1
-1.858718999920606,2.543915234781907,2
1.5618925937678505,3.3696269679428337,0
-0.49768947814520115,8.361902438069633,3
1.7050347316749117,4.068132408191666,0
1.1416304829369288,5.1648169595218825,0
-1.4212379380644142,8.500212612419833,3
-2.7916141048937524,2.4108609466424356,2
-0.5100005939599904,8.447222954166953,3
-0.47308686640969655,8.063545314066557,3
3.2506630356881088,1.0165865254147293,1
0.5116930302544124,4.142153460377646,0
-0.008662294364712553,3.7697719963844465,0
2.644389902926041,0.9211871860426946,1
0.4009092212751808,1.3513451633110147,1
1.2096652455483237,3.846563951544134,0
1.432555837674904,0.7501485677506042,1
0.6229821588261889,4.204095446083619,0
-2.300898611269715,4.096332367897546,2
-0.6599421246093309,3.021647373831948,2
2.4870425666633773,1.0960700810222386,1
-0.8435848459662997,3.1609047317015704,2
0.9187472085158945,4.541049505806564,0
2.0838049553159164,1.4261916232283847,1
-0.8768719115330544,2.2072776854397103,2
-1.9516452970395965,3.720080195512,2
-1.3125469951648792,3.2829070943585625,2
-0.6478822842565666,8.151793869747227,3
1.322416161919583,0.8670074194880212,1
-1.4735909829415363,3.1308454018848497,2
1.4472905112241894,4.439988910032373,0
1.5334495891138649,0.199738463229593,1
-0.6652638545529882,3.0432273095266544,2
-1.4134280259529077,3.0095348126004264,2
1.7623879888662313,4.358649427363078,0
0.7041382180012303,3.7088103124215777,0
-1.245872901765271,8.409364845395364,3
2.0331236086071063,1.6381023899840603,1
1.8620950717944078,-0.13672624879611672,1
-0.8364378863824383,7.362618260637623,3
-1.3350648610040665,8.893964628767826,3
-1.315313799402835,8.213315298309025,3
1.9433084437388384,-0.35570420702517014,1
-1.6296350813162894,6.96108208482266,3
-0.9401575865792826,3.485806253824503,2
1.269698293624651,0.6575811059773284,1
2.601639452505359,-0.35002802028158087,1
1.2583485581875276,1.0121627410161738,1
1.5404415147340496,1.1773028435679653,1
-2.137447591841447,7.772774058054835,3
1.3944009920931713,1.2862369054726972,1
-1.0739913003029733,8.630791984459774,3
-2.3133854276070993,3.959351681570651,2
1.2168014860089678,4.297992985528645,0
0.8947468383839775,3.945724834824701,0
0.4653565279042202,4.557098092229845,0
2.3162580229916157,1.2126057803027894,1
1.1208681177735678,3.7203965766324796,0
1.4919176160855734,1.6250669538683973,1
1.7581808655295879,1.2640292233984893,1
-1.6318069137572613,8.195736788006938,3
-1.3051805442327244,8.148072202210596,3
-1.4531543979643449,8.504468793559507,3
-0.6504287882991903,8.154692095327075,3
1.5017522609058918,1.451658117909978,1
1.4621145170351635,4.951746057733912,0
2.767285407197483,0.38086230275564603,1
2.8123071568448443,0.7563170443809837,1
2.0807041403177458,1.0361365719365332,1
-0.695112257206366,8.04010294683113,3
-2.3885909736754134,2.702013636922336,2
1.9319325311969853,4.1486437484423275,0
-2.190434626152828,2.99648657483261,2
-0.7126333173348198,6.708070801874482,3
-0.12663596525551224,4.695609697492247,0
-1.7544973429057453,3.80286313530938,2
2.789546523168638,0.38692666593349445,1
-1.7782570007439331,2.739704927765575,2
-0.8087398226169014,8.2412858005002,3
-0.5683957295402416,3.3817652368578823,2
1.4894154620636633,1.8592207773407234,1
-1.8791862198665599,7.524575817434358,3
-0.4583042071703405,1.855998814238665,2
-1.9650752932948283,2.48357135412598,2
2.3499238070252995,0.6784280359984638,1
1.9192371115940245,1.6666940557333572,1
-1.8430184620328027,2.0683605029158993,2
-1.447457377414563,3.2834028486205007,2
-1.1935909138437013,2.0389751893795216,2
0.753847676614223,3.736417850114615,0
-0.8116426113208697,8.453620618050747,3
1.6790952600932636,1.4427862661815474,1
1.2169100333815563,0.8669674904631065,1
2.104796667791078,1.741384101006354,1
-2.103533396754548,3.3620616926894646,2
1.803560579751019,1.3246267438843877,1
1.7614713299578026,4.288308192495697,0
-2.1559283882318763,3.8500273092961175,2
-1.6816452543081097,3.194774998924855,2
1.0403023743176696,3.756658548321983,0
1.278537758247226,5.449992828401216,0
0.3871302627180676,3.485940726554967,0
1.278124806277893,1.031651495898537,1
1.1116190766877772,5.137274516855147,0
2.008546038248539,1.9199616297689113,1
-1.2308923426320209,2.4757005766701874,2
1.2035862757373614,3.596617349688474,0
-1.5873223100694929,8.108908458737597,3
2.019593685019202,4.9004239622376895,0
-1.3397882697074486,2.5003529356004925,2
2.031363593461618,0.4716722983319271,1
-1.1628841096516693,7.78873948078821,3
-2.6440253090276356,3.011000555859618,2
2.3203353507325493,0.24788748783216796,1
-0.05563643404640373,8.64209141646213,3
-1.3621473155829582,6.893968894234213,3
2.136437040319776,0.2659970902785306,1
-1.6456907818066004,7.1471732020303715,3
-2.0719801304151737,2.289161078564983,2
0.5746746593519027,4.787375723754961,0
1.509978210349952,5.228347112693885,0
2.317629611141053,0.23565513009690298,1
0.790768969917607,4.0827380626158325,0
1.9692532703504693,0.18583951702199963,1
-1.574805286198197,3.068799450520845,2
-1.1304190302463852,8.430443216133039,3
1.5955081409199539,1.7767541919988428,1
-0.9714457808672384,8.365058703539898,3
3.3312930187852574,0.9622195895152157,1
-0.9590677932784617,8.165052751696798,3
-0.39736985181912143,8.23780748133111,3
-1.1441647171065314,6.435797314684391,3
1.491024433121897,4.988448447442934,0
1.7439548553572748,1.6883497067945465,1
2.971219870124996,1.1193342528301014,1
-1.503005583695957,8.121043445249489,3
1.5400340147279543,1.6281634048281224,1
-1.02655268945532,2.6831717180516765,2
2.180735856152682,0.9435660758336005,1
-0.5988590327492511,3.90065562001167,2
2.4613482006806535,0.40353399980853266,1
1.2624090998998285,4.392857076276437,0
2.4707717536488607,0.43340565208063386,1
-1.1471472805190848,8.064300610389596,3
-0.7996165640825353,2.5274718862723553,2
-1.0940507523471132,8.456932725742814,3
0.5445074454154193,3.815991534315944,0
-1.8738403867098543,7.92219606315318,3
-2.3051507731636525,7.500185978754887,3
-1.4141725643640681,7.521817996413711,3
-1.0859818582772975,8.498697730253365,3
-1.1757962318340285,8.09729023125084,3
